uuid,date,isp,city,mbps
,2024-08-10,,Mandeni,2.345184487375152
,2023-07-12,Interworks Wireless Solutions,Bellville,9.95189183227624
,2022-08-02,Econet Telecom Lesotho (PTY) LTD,,30.728811267563128
,2023-08-08,MTN SA,Mabopane,7.559417951102461
,2023-08-07,University of Ghana,Accra,7.57301893196829
,2020-04-10,Mauritius Telecom Ltd,Beau Bassin-Rose Hill,9.196967150589735
,2021-06-11,Afrihost (Pty) Ltd,Carletonville,4.7403007953067995
,2020-06-18,Telone PVT Ltd,Harare,4.531135690408001
,2020-10-18,Telecom Algeria,El Idrissia,4.365766027452977
,2022-02-18,WiFi Technologies,Ogies,8.474649753406243
,2023-04-19,SOCIETE REUNIONNAISE DU RADIOTELEPHONE SCS,Saint-Denis,23.236227194554093
,2021-06-08,Link Egypt (Link.NET),Zagazig,0.1637229524629903
,2023-07-11,Airtel Networks Limited,Awka,15.856954890788137
,2021-12-07,Steam Broadcasting and Communications Limited,,8.04041301531202
,2023-11-15,Botswana Telecommunications Corporation,Gaborone,5.556201068482469
,2022-09-13,MTN SA,Windhoek,28.99603381223105
,2020-08-11,Equation Business Solutions,Cape Town,16.68165375304392
,2022-04-05,TANZANIA TELECOMMUNICATIONS CO. LTD,,3.0218202458531747
,2024-06-22,Fixed Mobile Telecommunications (Pty) LTD,Cape Town,5.151052594188714
,2020-11-16,Botswana Telecommunications Corporation,Gaborone,8.554288401993576
,2022-10-21,Afrihost (Pty) Ltd,Somerset West,38.59131345160376
,2024-09-04,,Accra,30.53897659868672
,2021-08-08,Vox Telecom Ltd,Olifantsfontein,13.236601220960564
,2021-12-01,Orange Tunisie,Sukrah,9.137999978059288
,2024-01-17,Jamii Telecommunications Limited,,16.532093653741246
,2022-04-02,,Frankfort,4.896756845217779
,2023-11-20,Dimension Data (Pty) Ltd - Optinet,Benoni,39.607957553245
,2020-01-07,JSDAAV ZA Telecoms (Pty) Ltd,Centurion,9.60137126209159
,2020-10-30,Orange Tunisie,Borj Louzir,27.272617018093616
,2021-11-20,LANDMARK UNIVERSITY OMU-ARAN,Lagos,1.654487086231279
,2021-02-14,Bundu NetworX,Nottingham Road,0.241541861728015
,2021-11-15,ETISALAT MISR,6th of October City,6.644542774648394
,2020-09-12,PYROCA 3cc T/A Net Hog Internet Solutions,Nelspruit,2.9723378456510634
,2020-06-12,MEDITELECOM,Inezgane,1.2802726166658291
,2020-10-25,Orange S.A.,Le Tampon,12.191555973837133
,2021-10-21,Telkom SA Ltd.,Morningside Manor,2.53441297059933
,2024-03-02,,Springs,51.419650490619674
,2023-04-18,Link Egypt (Link.NET),Dokki,5.361508438140429
,2021-01-27,Dimension Data (Pty) Ltd - Optinet,Brakpan,17.208745047332584
,2024-01-27,Internet Solutions,Pinetown,41.23463734007329
,2023-05-08,MTN SA,Brakpan,43.17916860895983
,2024-08-12,"Cloudflare, Inc.",Casablanca,43.436538821727645
,2021-10-19,TOPNET,Zahrouni,5.211791254070632
,2021-03-11,Safaricom Limited,Kathwana,17.461025858545224
,2023-07-08,Vodafone Data,Munuf,3.1800928868941276
,2023-04-22,,Lichtenburg,48.1666527782686
,2023-08-18,Airtel Networks Limited,Kano,53.41221284812398
,2021-04-19,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Zemamra,1.8285114008249463
,2021-08-11,Reunicable SAS,Saint-Joseph,6.2132367887788895
,2023-10-17,Kenya Education Network,Eldoret,45.53000324223617
,2021-09-13,Cool Ideas Service Provider (Pty) Ltd,Sandton,75.26980580800918
,2023-04-05,Liquid Telecommunications South Africa (Pty) Ltd,Harrismith,34.08933537386153
,2021-10-28,TE-AS,Kafr ash Shaykh,17.32299118580129
,2021-06-09,South Africa Reserve Bank,Johannesburg,6.382681179181169
,2023-01-31,Amobia Communications,Johannesburg,49.729697856914584
,2023-04-16,Cybersmart,Fochville,82.74685689226335
,2020-08-25,Cape Connect Internet,Somerset West,19.200803843833803
,2022-02-08,THE UNIVERSITY OF CAPE COAST,Cape Coast,22.922338549684813
,2022-02-24,Webstorm (Pty) LTD,New Germany,24.051862197269127
,2021-05-12,TOPNET,Tinja,4.97632762820477
,2023-06-13,MEDITELECOM,Oued Zem,100.06741209295768
,2021-11-16,Packet Exchange Limited,,2.786249005362063
,2021-05-13,Session Telecoms(PTY) Ltd,Port Elizabeth,16.186270597545374
,2021-06-10,TE-AS,Imbabah,4.647967265074888
,2023-05-04,Vodafone Data,Shirbin,1.0485442395667464
,2023-09-30,TESUCO TELECOMMUNICATIONS (PTY) LTD,Benoni,78.09060019772767
,2023-02-01,,Uitenhage,25.538644586277822
,2022-02-16,Liquid Telecommunications South Africa (Pty) Ltd,Hilton,445.44841315513304
,2022-05-23,Telkom SA Ltd.,Polokwane,18.698465952811304
,2020-06-10,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Ar Rommani,4.765852987892422
,2023-11-02,Smart Technology Centre (PTY) LTD,Brits,9.07365494159328
,2022-02-23,Orange Tunisie,Menzel Jemil,2.9191667630873317
,2022-08-06,Telecom Algeria,Bir el Djir,6.752028096370634
,2021-06-15,Vodacom,Worcester,18.81482973242472
,2022-09-13,Telecom Algeria,Algiers,3.932330163264087
,2024-08-04,RSAWEB (PTY) LTD,Brackenfell,89.65176077026175
,2021-03-10,MEDITELECOM,Rabat,7.347513239366046
,2022-05-18,Metrofibre Networx,Sunninghill,81.92928121749522
,2023-12-13,Afrihost (Pty) Ltd,Adendorp,26.563845448730337
,2022-09-20,,Zeerust,21.80531654971141
,2021-01-17,BEONLINE TWENTY FOUR SEVEN INTERNET GROUP,Paarl,10.14709284415073
,2020-07-29,SOCIETE REUNIONNAISE DU RADIOTELEPHONE SCS,Saint-Paul,10.046096147482094
,2023-04-21,Telecom Algeria,Khenchela,9.646548814263218
,2023-11-14,Alink Telecom Faso,Dédougou,0.0661074963818197
,2021-04-10,Safaricom Limited,Embu,8.752454870342124
,2023-01-30,Vodafone Data,Ismailia,0.3590161634950269
,2024-05-28,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,El Hajeb,29.47878729453684
,2020-02-27,Liquid Telecommunications South Africa (Pty) Ltd,Durbanville,33.13837523364208
,2021-09-28,BACKBONE CONNECTIVITY NETWORK (NIGERIA) LIMITED,Suleja,5.620040474155436
,2021-05-25,MyISP Limited,,2.684010429574992
,2024-02-25,Telkom SA Ltd.,Brandvlei,5.616579054043006
,2020-06-20,Vox Telecom Ltd,Brakpan,15.792430244991666
,2023-06-20,ETISALAT MISR,6th of October City,6.722565954653108
,2022-03-11,Orange Bissau,Bissau,1.5191658830156072
,2023-11-04,MTN Network Solutions (Cameroon),Ngaoundéré,4.313594840018831
,2023-12-19,SimbaNET Nigeria Limited,Lagos,12.71840044172685
,2023-10-19,Nigerian Research and Education Network Limited by Guarantee,Enugu,27.44528040833903
,2022-04-06,2M Internet Solutions (PTY) LTD,,93.85344900549929
,2021-04-21,Telkom SA Ltd.,Welkom,10.291569072432033
,2024-01-22,,Uyo,4.360554412839559
,2023-01-13,SPECTRANET LIMITED,Ikotun,0.2306258380822578
,2023-10-04,Liberty Life Association of Africa,Johannesburg,66.54833375755366
,2022-03-21,,Ceres,0.5230674208783538
,2022-01-06,AEROCOM BROADBAND SERVICES,Polokwane,7.590898278442678
,2022-04-15,Netpage Company Limited,,1.8168862277245392
,2022-12-16,Clear Access (Pty) Ltd,Nelspruit,30.586859472859864
,2022-01-16,Telecom Algeria,Azazga,4.930872211163654
,2022-08-10,Level 7 Wireless (Pty) Ltd,Kempton Park,57.7922464177672
,2021-04-22,Hollard Insurance,Bassonia,5.163416773735559
,2023-09-22,21st Century Technologies Limited,Lagos,15.96449493315317
,2022-09-29,Vodacom,Bathurst,13.925752889224563
,2024-09-09,Internet Solutions,Hillcrest,52.037113173375786
,2024-05-30,TIGO RWANDA S.A,Kigali,6.392248108574729
,2022-10-17,TE-AS,Al Wasta,4.390996628939075
,2023-03-22,MEDITELECOM,Salé,17.712558335051526
,2021-03-16,Telecom Algeria,Draa Ben Khedda,3.619908153741091
,2021-08-22,Legends Connect Pty Ltd,Boksburg,24.82947047908332
,2023-07-27,Telecom Algeria,Zarzaitine,1.036118818076492
,2020-06-17,Linux Based Systems Design SA (Pty) Ltd,Ceres,3.282237482557659
,2020-08-23,Safaricom Limited,Isiolo,15.312163836335412
,2022-10-28,The Egyptian Company for Mobile Services (Mobinil),,7.384329640938775
,2023-05-25,DK Wireless cc,Cape Town,163.9622392218215
,2022-03-13,TOPNET,El Marsa,20.347937154531564
,2022-12-31,Frogfoot Networks,,45.07598954517445
,2020-02-22,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Tiznit,6.9905232467574105
,2020-08-24,Creolink Communications,Douala,1.5017398895242398
,2023-09-12,TE-AS,Luxor,9.670692720363204
,2021-09-07,Afrihost (Pty) Ltd,Randfontein,31.40677123223405
,2022-01-13,OASIS sprl,Lubumbashi,1.8721445230082432
,2020-01-23,ETISALAT MISR,Rafah,0.3961043605749331
,2021-11-09,"MTC - Mobile Telecommunications, Ltd.",,5.92905098829616
,2022-06-23,MTN SA,Bonaero Park,17.212656746258872
,2021-08-17,Airtel Networks Limited,,23.52098627162901
,2024-02-14,Telecom Algeria,Algiers,20.165081327268048
,2022-12-02,TE-AS,Az Zawiyah al Hamra',14.11739674411236
,2021-10-17,Level 7 Wireless (Pty) Ltd,Johannesburg,19.769311407205027
,2023-02-18,Vox Telecom Ltd,Alberton,50.76783937069007
,2023-01-04,Vodacom,eManzimtoti,39.19869738045113
,2023-03-29,Kenya Education Network,Kericho,18.21761279733619
,2020-04-09,Afrihost (Pty) Ltd,Krugersdorp,12.75753128991703
,2023-11-08,Cell C (Pty) Ltd,,19.399375056090772
,2022-09-11,Optimum Telecom Algeria,Meskiana,7.919287993293568
,2020-06-08,Vodacom Tanzania Ltd,Arusha,3.361172927243476
,2020-08-09,MEDITELECOM,Temara,6.18997187229472
,2023-05-14,Afrihost (Pty) Ltd,Newcastle,34.151109645400155
,2022-04-01,Afrihost (Pty) Ltd,Dobsonville,0.5598212709954782
,2022-03-12,Wananchi Group (Kenya) Limited,Nyamira,8.949530721956856
,2023-04-24,SONATEL-AS Autonomous System,Mbake,0.5516030560446801
,2023-05-29,,Juba,2.079765628477102
,2024-04-20,Accelerit Technologies PTY LTD,Pietermaritzburg,116.120994148463
,2021-05-10,Dimension Data (Pty) Ltd - Optinet,Cape Town,37.330025469762234
,2021-12-12,Dimension Data (Pty) Ltd - Optinet,Gordon's Bay,27.34629075282321
,2020-05-22,Telkom SA Ltd.,Midrand,6.037194686238651
,2021-03-22,TOPNET,Ras Ettabia,7.414837084631939
,2024-03-14,Telkom SA Ltd.,Christiana,3.843269955670624
,2021-07-11,Optimum Telecom Algeria,Djelfa,1.42257705447851
,2022-07-17,TENET (The UNINET Project),Bloemfontein,135.29327635834977
,2020-05-01,Dimension Data (Pty) Ltd - Optinet,Boksburg,32.583646483621756
,2023-07-12,Vox Telecom Ltd,Boksburg,48.48525103680133
,2020-10-15,,Rayton,11.453006824021692
,2023-08-16,2M Internet Solutions (PTY) LTD,,93.67946319203962
,2023-01-20,,Centurion,34.69097060724104
,2023-07-31,Vodacom,Hartbeespoort,30.74784552500561
,2021-02-10,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Midelt,7.409300286873962
,2023-11-17,OTEL TELECOMS,Paarl,45.03277913539452
,2022-12-14,Cell C (Pty) Ltd,Chatsworth,2.945271338507059
,2020-04-30,TE-AS,Sohag,5.030057277409731
,2021-07-22,Sky-Connect Internet cc,Brackenfell,17.725760559770062
,2023-11-17,Telkom SA Ltd.,Kakamas,6.73699100290957
,2023-07-14,West Indian Ocean Cable Company,Jeffreys Bay,11.900906868658671
,2024-07-24,Metrofibre Networx,Port Elizabeth,23.12050134427268
,2021-02-21,North West University,Mafikeng,38.96265658112205
,2023-12-31,SEACOM Limited,Edenvale,151.18010771920206
,2020-03-03,Optimum Telecom Algeria,Mascara,0.9589514819143172
,2023-12-26,Zain Zambia PLC,Lusaka,3.206402422885598
,2024-03-19,Vodacom,Secunda,52.164221807328744
,2022-12-23,Vodacom,Vereeniging,71.53029400126427
,2020-10-16,Link Egypt (Link.NET),Faqus,1.7288280567340588
,2023-01-08,Telkom SA Ltd.,Springbok,10.25216965376824
,2023-09-15,Optimum Telecom Algeria,,5.617265481523884
,2021-10-02,Syrex Pty Ltd,,32.84982012355033
,2020-07-17,Internet Solutions,Bloemfontein,8.235315831516672
,2022-05-11,Orange Mali SA,Bamako,6.236345577492666
,2020-12-07,Vodacom Tanzania Ltd,Koani,3.76355347621812
,2022-01-03,Telkom SA Ltd.,Orange Free State,0.8961297673287495
,2021-05-23,Habari Node Public Limited,,21.834894994157295
,2022-05-16,South African Digital Villages (Pty) Ltd,Kempton Park,145.43037561072987
,2020-06-24,IDOM TECHNOLOGIES SAS,La Possession,26.90916077293597
,2023-03-16,ETISALAT MISR,Sohag,4.440651206612308
,2022-05-10,TE-AS,Ismailia,8.363993878582043
,2023-12-12,,Belfast,25.521749591883452
,2021-03-25,Viva Telecoms cc,Durban,10.452448963308225
,2022-09-30,Telkom SA Ltd.,Harding,7.046293758730183
,2020-12-09,HETZNER (Pty) Ltd,,42.911211222089165
,2021-06-02,TOPNET,Ksar Hellal,6.180383489953116
,2022-03-31,Smile Communications Ltd,Dar es Salaam,17.727311270568848
,2022-07-03,Vodacom,Kinross,16.659261945143587
,2023-12-27,Cool Ideas Service Provider (Pty) Ltd,Gauteng,25.93440500593231
,2020-09-17,Vodacom,Olifantsfontein,9.007532479163078
,2022-07-07,2M Internet Solutions (PTY) LTD,Stellenbosch,42.90418308666258
,2023-04-19,MTN SA,Hendrina,41.92918210374973
,2022-05-05,Vox Telecom Ltd,eManzimtoti,30.67868392697761
,2022-10-11,Metrofibre Networx,Edenvale,34.359076093287484
,2022-03-09,Dimension Data (Pty) Ltd - Optinet,Brackenfell,34.24323953386168
,2022-12-27,ITTX Telecoms (Pty) Ltd,Johannesburg,10.050130688287332
,2021-06-23,SOCIETE REUNIONNAISE DU RADIOTELEPHONE SCS,Saint-Denis,14.323222018593745
,2023-04-04,Vox Telecom Ltd,Halfway House,50.62647599414973
,2022-07-10,Metrofibre Networx,Eikenhof,9.737767466977902
,2022-08-09,Telecom Algeria,Ghazaouet,13.083209794359243
,2022-06-29,Hymax Talking Solutions,Johannesburg,15.64373431149485
,2022-12-25,,Port Elizabeth,6.720153055472449
,2023-09-25,Accelerit Technologies PTY LTD,Westonaria,12.67525590016888
,2023-03-08,Telecom Algeria,Baraki,2.986303867372989
,2021-12-21,Vodafone Data,Minya,17.493542734421457
,2021-06-14,Liquid Telecommunications Ltd,Mandera,12.434456864239168
,2022-07-18,Telemasters,Gauteng,33.927889887590716
,2021-06-04,Cell C (Pty) Ltd,Brakpan,0.8208400497641277
,2021-05-23,Vox Telecom Ltd,Durban,34.361579815536
,2021-01-07,The University of Dodoma,Dodoma,1.261981933654307
,2021-09-27,MTN SA,Sandton,17.395237626206725
,2020-06-16,Dimension Data (Pty) Ltd - Optinet,Midrand,13.733075089777907
,2020-10-08,BitCo,Alberton North,4.041998620814573
,2024-08-23,MTN SA,Thohoyandou,17.143474896940916
,2020-08-06,iConnectSA (Pty) Ltd,Centurion,1.1558042741054495
,2023-09-03,Telecom Algeria,Korra,5.711780376632904
,2023-06-11,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Recani,4.956233527212648
,2022-01-19,X-DSL Networking Solutions,Johannesburg,99.74826788303876
,2024-06-03,PayCorp Group (Pty) Ltd,,5.560562313503353
,2021-05-03,Globacom Limited,Warri,115.78534989308432
,2022-08-11,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Karia Ba Mohamed,8.978242082216012
,2022-02-26,Vodacom,Ulundi,16.460289205962024
,2020-05-30,Comsol Networks (PTY) Ltd,Nottingham Road,8.040277717907843
,2022-02-27,Smile Communications Ltd,,9.77610171665194
,2021-06-07,The Computer Hut cc,Gansbaai,24.97434568827913
,2020-05-18,Roke Investments International Ltd,,2.2087687584776416
,2023-05-20,Firestream,Johannesburg,9.147688991006683
,2020-05-06,Telecom Algeria,El Harrach,0.3436714481630689
,2023-06-02,PYROCA 3cc T/A Net Hog Internet Solutions,Nelspruit,5.70078342077339
,2021-01-19,Clear Access (Pty) Ltd,Sandhurst,6.025624902063627
,2021-07-06,Vodacom,Delmas,9.365166328760438
,2024-06-04,Airtel Networks Limited,Onitsha,14.428656323456622
,2020-01-10,Liquid Telecommunications South Africa (Pty) Ltd,Modimolle,6.193684234557204
,2022-04-25,Neology (Pty) Ltd,Durban,16.758037838822172
,2023-04-02,Afrihost (Pty) Ltd,Knysna,10.506779227115093
,2022-10-08,Vodafone Data,Faiyum,14.485663860791089
,2023-05-08,Internet Solutions,East London,20.973800330382343
,2024-06-21,Vox Telecom Ltd,Nelspruit,48.196792365116906
,2020-07-25,Arusha Art Limited,Arusha,0.5099349207613577
,2020-02-18,Clear Access (Pty) Ltd,Sandton,39.35007913846632
,2023-06-20,BitCo,George,7.077551639687388
,2021-09-01,Vox Telecom Ltd,Mitchells Plain,35.17761382394276
,2023-11-16,Electronic Communications Network (PTY)  LTD,Centurion,13.468457129484625
,2024-03-03,Metrofibre Networx,Kempton Park,18.855891543241796
,2023-06-08,GONET,,19.980552318377107
,2020-06-28,Cybersmart,Durban,5.258406114310842
,2023-06-24,SEACOM Limited,Cape Town,47.4659761214698
,2022-11-07,Safaricom Limited,Hola,24.132323179322004
,2020-08-12,Orange Tunisie,Sfax,6.210011266948504
,2024-02-19,3S INF,Bizerte,9.304829739814137
,2023-05-04,Vox Telecom Ltd,Klapmuts,84.09499290381306
,2022-08-29,Comtel Communications,Langebaan,13.918544138350152
,2020-08-18,X-DSL Networking Solutions,Pretoria,26.47521516259303
,2023-02-06,Dimension Data (Pty) Ltd - Optinet,Western Cape,13.87146956410604
,2022-05-15,,Stutterheim,9.10992983664315
,2023-09-16,The Computer Hut cc,Caledon,1.584946640203429
,2020-06-22,Liquid Telecommunications South Africa (Pty) Ltd,Thabazimbi,7.274296371083915
,2020-01-30,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Al Hoceima,4.164005773090653
,2023-03-12,Vodafone Data,Madinat an Nasr,9.706365990277153
,2020-12-04,Orange Tunisie,La Marsa,0.5048423595479242
,2022-06-27,SURFLINE COMMUNICATION LIMITED,Accra,4.061708086303778
,2024-06-02,Afrihost (Pty) Ltd,Pietermaritzburg,63.56807093083775
,2024-07-11,OOREDOO TUNISIE SA,Beni Khalled,6.206126103326606
,2021-05-07,IDOM TECHNOLOGIES SAS,Saint-Paul,6.237904521355292
,2023-11-13,Firestream,Johannesburg,29.902279333013677
,2024-07-07,Telkom SA Ltd.,Christiana,18.81959822496846
,2021-12-15,,Zeerust,4.437081834172595
,2023-03-21,Vox Telecom Ltd,Johannesburg,53.34897532907174
,2023-04-28,Brilliant Telecommunications (Pty) Ltd,Polokwane,1.907078049144564
,2021-04-10,Macrolan (PTY) LTD,Cape Town,22.337005317300164
,2022-01-09,Vodacom,Riebeek-Kasteel,14.193981856269444
,2023-05-10,Netpage Company Limited,,2.101480383554267
,2022-12-11,3S INF,Ben Arous,6.0081112818081674
,2024-03-04,OOREDOO TUNISIE SA,Tunis,12.666651140128735
,2022-01-18,Vodacom,Swellendam,48.352947599541395
,2020-10-12,Telkom SA Ltd.,Sandton,79.44941840061784
,2023-08-10,RMS Powertronics CC,oThongathi,11.112003852034892
,2022-03-26,Beginning 2 End Technologies,Kempton Park,11.832028989595628
,2021-07-11,MEDITELECOM,Douar Kalaa,19.9985685109404
,2020-12-07,Airtel Networks Kenya Limited,Mombasa,14.373070986552856
,2021-07-07,Liquid Telecommunications South Africa (Pty) Ltd,Hendrina,32.50301363464262
,2023-11-29,Afrihost (Pty) Ltd,Somerset West,43.17316278272056
,2021-01-20,MTN SA,Vanderbijlpark,6.208364976613069
,2021-07-26,BCS Group (BCSNet),Mabopane,14.543974414653295
,2021-11-17,Orange Tunisie,Tunis,6.838876636503843
,2021-02-23,TE-AS,Jirja,4.920450206111853
,2023-03-27,Vodacom,Richards Bay,44.84505590296386
,2021-01-15,MTN SA,Randburg,30.86422703605882
,2021-04-03,Dimension Data (Pty) Ltd - Optinet,Bloemfontein,34.43415818713544
,2021-07-01,Telkom SA Ltd.,Blinkpan,2.4482979511893905
,2021-02-09,MTN SA,Hout Bay,25.16997291740393
,2021-10-14,UK-2 Limited,Algiers,42.43158891311417
,2021-08-10,MTN SA,Bronkhorstspruit,2.584516131449324
,2020-12-23,Liquid Telecommunications South Africa (Pty) Ltd,Komatipoort,4.385233342031797
,2023-12-03,Mainone Cable Company,Abeokuta,6.00733459381137
,2022-04-19,Internet Solutions,Cape Town,27.095620991824916
,2021-02-06,Vox Telecom Ltd,Durban,15.514156897686805
,2020-03-31,WiFibre Pty Ltd,Kempton Park,4.453658093731142
,2023-07-03,CM Value Added Services (Pty) Ltd,Boksburg,29.41710152036746
,2023-07-27,IBITS Internet (pty) Ltd,Wellington,25.82773784080371
,2022-02-18,Vox Telecom Ltd,Meer en See,92.7835764531452
,2024-02-05,Afrihost (Pty) Ltd,Glenwood,26.22646520985488
,2022-02-18,Cell C (Pty) Ltd,Witbank,45.37898335704297
,2020-03-06,Telecom Algeria,Aoulef,0.4221367718030591
,2020-11-04,Liquid Telecommunications South Africa (Pty) Ltd,Thabazimbi,7.182512011382289
,2021-03-07,Legends Connect Pty Ltd,Johannesburg,22.362307757053077
,2020-08-19,Telkom SA Ltd.,Sedgefield,0.1738282872400193
,2021-01-12,OOREDOO TUNISIE SA,Tabarka,16.013158339399112
,2024-04-02,Angani Limited,,21.7007813069834
,2023-04-09,"Cloudflare, Inc.",Mto Panga,11.704432478139548
,2023-11-24,TE-AS,Luxor,12.02281939859044
,2020-12-29,MTN SA,Postmasburg,4.308748921840433
,2023-11-03,Airtel Uganda Limited,,20.26186264359681
,2021-08-17,Vox Telecom Ltd,Soweto,24.23817048865991
,2024-06-14,SimbaNET Nigeria Limited,,7.073222960997602
,2023-01-27,Magnalec (Pty) Ltd t/a PacketSky,Johannesburg,69.9335915275165
,2023-02-24,MEDITELECOM,Settat,14.30856228679755
,2024-02-09,EMTEL LIMITED,Goodlands,48.01423072753985
,2023-12-28,Orange Madagascar,Toamasina,5.528714538598622
,2023-03-19,Telecom Algeria,Sedrata,0.0665556256229564
,2022-06-25,Go Communications Network (Pty) LTD,Johannesburg,5.0102942122977785
,2022-01-18,PC Maniacs CC,Johannesburg,54.721086286930245
,2024-03-21,,Oujda,71.89181974517236
,2021-12-10,MAX NET FOR INTERNET SERVICES,,3.430405222545856
,2023-12-29,Telkom SA Ltd.,Albertina,4.460810054570616
